fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,SST
0.2899,0.0724,0.0829,0.0143,0.4977,0.0427,28.7872
0.2249,0.062,0.0614,0.0165,0.5924,0.0428,26.38891
0.2383,0.0581,0.0735,0.0118,0.5901,0.0283,26.16861
0.2877,0.0702,0.0831,0.014,0.503,0.0419,28.83701
0.2319,0.0693,0.0761,0.0138,0.5611,0.0477,26.4256
0.2993,0.0748,0.0931,0.0179,0.4775,0.0375,26.07619
0.3484,0.0695,0.0632,0.0035,0.4421,0.0733,26.4321
0.2477,0.071,0.0803,0.0187,0.5368,0.0455,28.627409
0.2633,0.0712,0.0948,0.0125,0.5182,0.0399,27.50629
0.2863,0.0715,0.0842,0.0127,0.4941,0.0513,26.5362
0.2791,0.0729,0.0924,0.0108,0.4953,0.0495,26.6599
0.2506,0.0651,0.086,0.0175,0.5453,0.0355,27.5149
0.2236,0.0732,0.0777,0.0195,0.5465,0.0595,28.2016
0.2824,0.0717,0.0879,0.0121,0.4919,0.0541,26.6599
0.2229,0.0675,0.0794,0.0166,0.5636,0.0501,26.38891
0.2311,0.0734,0.0933,0.017,0.5364,0.0488,29.48879
0.2023,0.0696,0.0813,0.0179,0.5764,0.0524,28.2016
0.2366,0.0663,0.0781,0.0148,0.5488,0.0553,28.374409
0.2607,0.0649,0.0798,0.0128,0.5285,0.0533,26.45491
0.2466,0.0682,0.0852,0.0155,0.5313,0.0531,26.4256
0.2145,0.0729,0.0941,0.0179,0.5477,0.053,29.5564
0.1884,0.0503,0.0652,0.0102,0.6468,0.0391,26.18979
0.2441,0.0681,0.0826,0.0128,0.5326,0.0598,29.64571
0.2394,0.0902,0.1557,0.017,0.4646,0.0331,27.5149
0.2441,0.0678,0.0861,0.0125,0.533,0.0564,29.7018
0.2074,0.0763,0.1012,0.0184,0.5411,0.0556,29.6467
0.2276,0.0662,0.0809,0.0116,0.5541,0.0596,29.56929
0.2802,0.0634,0.0791,0.0123,0.5097,0.0553,29.65519
0.2393,0.0656,0.0806,0.0119,0.5432,0.0593,29.60559
0.2348,0.0652,0.077,0.0117,0.5485,0.0627,29.629091
0.2557,0.0638,0.076,0.0115,0.5319,0.0611,29.56929
0.2508,0.0671,0.0871,0.0117,0.5258,0.0576,29.7049
0.2251,0.066,0.0816,0.0125,0.5547,0.06,29.6894
0.2443,0.0636,0.077,0.012,0.5429,0.0601,26.45491
0.2102,0.0669,0.0783,0.0125,0.5662,0.066,28.31921
0.2398,0.0678,0.084,0.0125,0.5334,0.0626,29.6894
0.2248,0.0656,0.0802,0.012,0.5547,0.0627,29.64571
0.2411,0.0633,0.0804,0.0121,0.5427,0.0604,29.6738
0.1955,0.0599,0.072,0.0139,0.5988,0.0599,26.73251
0.2341,0.0653,0.0844,0.013,0.5413,0.0619,29.6738
0.2314,0.0633,0.082,0.0125,0.5509,0.06,29.673891
0.226,0.0658,0.0848,0.013,0.5469,0.0635,29.66999
0.2172,0.0643,0.0942,0.0177,0.5573,0.0494,29.437
0.1624,0.0651,0.0937,0.0237,0.6034,0.0516,26.393509
0.1397,0.0478,0.0931,0.0256,0.6034,0.0904,29.6422
0.0894,0.0411,0.1019,0.0264,0.6366,0.1047,29.6422
0.285,0.074,0.08,0.015,0.515,0.031,19.22599
0.356,0.054,0.04,0.01,0.509,0.03,19.147
0.356,0.062,0.038,0.013,0.521,0.01,19.116291
0.354,0.062,0.039,0.011,0.525,0.009,19.60419
0.295,0.064,0.064,0.011,0.54,0.026,19.44539
0.306,0.07,0.061,0.011,0.533,0.02,19.44539
0.363,0.059,0.036,0.01,0.516,0.016,19.60419
0.298,0.067,0.065,0.011,0.527,0.031,19.5964
0.293,0.073,0.067,0.014,0.52,0.035,19.59269
0.328,0.063,0.054,0.012,0.519,0.024,19.59269
0.37,0.059,0.039,0.014,0.507,0.012,19.45189
0.34,0.066,0.044,0.012,0.521,0.017,19.45189
0.274,0.078,0.066,0.014,0.537,0.03,19.45189
0.275,0.071,0.076,0.011,0.523,0.044,19.62421
0.359,0.063,0.036,0.013,0.524,0.005,19.50071
0.347,0.066,0.039,0.013,0.525,0.01,19.50071
0.302,0.068,0.055,0.013,0.528,0.034,19.50071
0.253,0.095,0.087,0.012,0.503,0.051,19.59269
0.34,0.069,0.046,0.013,0.516,0.015,18.568209
0.371,0.069,0.037,0.012,0.503,0.008,18.5152
0.375,0.058,0.029,0.011,0.51,0.017,18.341091
0.387,0.052,0.023,0.01,0.51,0.018,18.341091
0.403,0.048,0.021,0.009,0.507,0.011,18.341091
0.382,0.051,0.024,0.008,0.526,0.009,18.5152
0.373,0.067,0.029,0.01,0.511,0.01,18.46839
0.351,0.072,0.048,0.013,0.496,0.02,18.5039
0.305,0.071,0.057,0.014,0.525,0.029,18.49791
0.326,0.073,0.048,0.013,0.527,0.012,18.49791
0.377,0.055,0.027,0.009,0.523,0.01,18.39079
0.376,0.046,0.019,0.007,0.549,0.003,18.37229
0.379,0.055,0.029,0.01,0.522,0.006,18.35181
0.382,0.044,0.021,0.008,0.54,0.005,18.35181
0.305,0.07,0.059,0.012,0.528,0.025,18.59469
0.356,0.062,0.035,0.011,0.524,0.013,19.01069
0.37,0.06,0.034,0.01,0.515,0.01,19.04481
0.357,0.061,0.035,0.013,0.511,0.023,19.04481
0.324,0.07,0.051,0.011,0.521,0.023,19.07991
0.345,0.062,0.037,0.012,0.531,0.011,19.068491
0.352,0.063,0.039,0.011,0.521,0.013,19.14189
0.3,0.07,0.059,0.012,0.534,0.024,19.46991
0.341,0.063,0.038,0.012,0.535,0.011,19.272709
0.338,0.062,0.037,0.011,0.539,0.014,19.712809
0.323,0.064,0.041,0.013,0.54,0.018,19.76789
0.328,0.065,0.05,0.012,0.53,0.016,19.6975
0.308,0.07,0.049,0.012,0.533,0.027,19.6975
0.1705,0.0584,0.0995,0.02,0.5709,0.0807,25.716309
0.1146,0.0457,0.0807,0.019,0.6577,0.0823,29.48819
0.1231,0.0545,0.1113,0.0241,0.5947,0.0924,25.85521
0.1112,0.0477,0.0924,0.0213,0.6395,0.0878,25.82011
0.0989,0.047,0.0962,0.0222,0.654,0.0816,25.807991
0.1013,0.0459,0.0906,0.0226,0.6541,0.0855,25.37051
0.1137,0.0497,0.1137,0.022,0.6022,0.0988,26.17009
0.0904,0.043,0.0983,0.0195,0.6583,0.0905,29.6137
0.0808,0.0422,0.1028,0.0186,0.6564,0.0992,29.52871
0.1061,0.0458,0.1216,0.021,0.6056,0.0999,26.70709
0.0721,0.0368,0.1015,0.0208,0.6691,0.0996,29.17209
0.0781,0.0372,0.1074,0.0211,0.6565,0.0998,29.32619
0.0747,0.0367,0.1016,0.0194,0.6622,0.1054,29.45341
0.0828,0.0393,0.1143,0.0215,0.6269,0.1152,27.21201
0.0874,0.0402,0.1155,0.0205,0.6156,0.1207,27.32859
0.0749,0.0385,0.1079,0.0231,0.639,0.1167,29.25699
0.0841,0.0401,0.1228,0.0238,0.617,0.1122,29.11071
0.0771,0.0373,0.1111,0.0236,0.6423,0.1086,27.686409
0.0795,0.0377,0.1249,0.0236,0.6174,0.1169,28.5784
0.0768,0.0327,0.1125,0.0226,0.6377,0.1177,28.114109
0.2286,0.0575,0.0696,0.01,0.592,0.0424,27.397009
0.217,0.0631,0.0781,0.0121,0.5811,0.0487,26.9108
0.2218,0.0617,0.0802,0.0115,0.5795,0.0453,28.0677
0.2086,0.0621,0.0772,0.0124,0.5913,0.0484,26.8848
0.2101,0.0603,0.0768,0.0116,0.5949,0.0464,27.77039
0.1999,0.0616,0.0812,0.0109,0.5964,0.0501,27.35849
0.1637,0.0535,0.0787,0.0142,0.6414,0.0485,28.52721
0.2178,0.0587,0.0804,0.0098,0.5938,0.0395,28.55919
0.17,0.0597,0.0518,0.0159,0.6826,0.0201,26.15161
0.1943,0.0548,0.0397,0.0136,0.6863,0.0114,25.50509
0.2156,0.0465,0.0297,0.0111,0.69,0.007,24.557709
0.412,0.0783,0.0462,0.0044,0.4412,0.018,12.419009
0.3988,0.0759,0.0503,0.0078,0.4456,0.0217,18.55251
0.3508,0.0783,0.0623,0.0086,0.4705,0.0295,17.9873
0.3792,0.0549,0.0283,0.0069,0.5121,0.0186,17.53129
0.3716,0.0713,0.0544,0.0088,0.4631,0.0307,14.1375
0.4141,0.0584,0.0268,0.0096,0.4683,0.0228,17.03659
0.399,0.0399,0.0267,0.005,0.516,0.0133,17.82239
0.189445772,0.071111384,0.085709334,0.021716364,0.569130636,0.06288651,28.45991
0.5656,0.0531,0.0234,0.0011,0.3304,0.0264,-1.57041
0.5409,0.0465,0.0142,0.0022,0.3658,0.0303,-1.64871
0.5446,0.062,0.0172,0.0018,0.345,0.0294,-1.56751
0.5288,0.0255,0.0105,0.0037,0.4163,0.0154,-1.73501
0.5246,0.0443,0.0155,0.0054,0.3868,0.0234,-1.73371
0.5504,0.0386,0.0135,0.0038,0.3704,0.0233,7.4345
0.5603,0.0169,0.0058,0.0027,0.3815,0.0328,0.73321
0.6201,0.0226,0.0063,0.0022,0.331,0.0178,-0.73951
0.5744,0.0381,0.0147,0.0033,0.3457,0.0239,-0.33551002
0.6003,0.0331,0.0113,0.0037,0.331,0.0207,-0.69711
0.5818,0.0341,0.0107,0.0034,0.3468,0.0232,2.5245
0.5675,0.0315,0.0098,0.0034,0.3642,0.0236,2.81199
0.5649,0.0353,0.0111,0.003,0.3504,0.0353,0.3711
0.5805,0.0273,0.0091,0.0029,0.3557,0.0245,1.5111
0.581,0.0323,0.01,0.0026,0.3443,0.0299,2.17029
0.5652,0.0214,0.0061,0.0034,0.375,0.0289,-0.62861
0.612,0.0301,0.0102,0.004,0.3116,0.0322,-0.87641
0.5846,0.0301,0.0087,0.0036,0.3401,0.0329,1.33999
0.5585,0.0169,0.006,0.0042,0.3825,0.032,0.46221
0.5425,0.0598,0.0221,0.0054,0.348,0.0221,2.4742
0.5256,0.0292,0.0132,0.0045,0.4223,0.0052,-1.02061
0.4891,0.0306,0.0118,0.0043,0.4591,0.0051,-1.38861
0.5121,0.0331,0.0121,0.0043,0.4329,0.0056,-1.15651
0.4911,0.0238,0.0136,0.0046,0.4626,0.0044,-0.83891004
0.4942,0.0415,0.0128,0.0063,0.4388,0.0063,-1.32781
0.4903,0.0409,0.0164,0.0056,0.4401,0.0067,-1.40311
0.5031,0.0272,0.016,0.0044,0.4444,0.0048,-1.2934
0.4938,0.0266,0.0137,0.004,0.4569,0.005,-1.29491
0.5034,0.02,0.0119,0.004,0.4566,0.004,-1.2403101
0.4853,0.0203,0.0072,0.0043,0.4789,0.004,-0.12381
0.4491,0.018,0.0052,0.0044,0.5183,0.0049,-0.55861
0.5038,0.021,0.005,0.0045,0.4619,0.0038,-0.54891
0.4537,0.0191,0.0055,0.0045,0.5133,0.0038,-0.52891004
0.4878,0.0214,0.0152,0.0047,0.4671,0.0036,-0.73191
0.5001,0.0218,0.0057,0.0042,0.4641,0.0041,-0.062209997
0.4952,0.0242,0.0255,0.0067,0.4423,0.0061,-0.23460999
0.5333,0.0235,0.0113,0.0054,0.4217,0.0049,-0.56281
0.4756,0.022,0.0179,0.0058,0.4735,0.0052,-0.52621
0.4486,0.0225,0.0088,0.0053,0.5105,0.0044,-0.31371
0.4927,0.0209,0.0064,0.0047,0.4715,0.0038,-0.58321
0.5028,0.0233,0.0324,0.0067,0.4295,0.0053,-0.55941004
0.485,0.0217,0.0062,0.0045,0.4782,0.0043,-0.009509999
0.4585,0.0279,0.0099,0.0061,0.4928,0.0049,-0.0092
0.4342,0.0204,0.0108,0.0066,0.5223,0.0058,0.49831
0.411,0.0211,0.0129,0.0074,0.5408,0.0067,0.69571
0.4731,0.0348,0.0166,0.012,0.4559,0.0076,-0.41971
0.5291,0.0357,0.0167,0.0102,0.4019,0.0063,0.3142
0.4658,0.0428,0.0191,0.0154,0.449,0.0079,1.16281
0.4966,0.0462,0.0365,0.019,0.391,0.0107,-0.51861
0.4956,0.0206,0.009,0.0056,0.4655,0.0037,-0.74981004
0.46,0.0202,0.0055,0.0055,0.5034,0.0055,0.68381
0.4866,0.0212,0.0084,0.0047,0.475,0.0039,-0.25611
0.4697,0.0199,0.0079,0.0049,0.494,0.0036,0.6836
0.4733,0.023,0.0092,0.0054,0.4846,0.0045,-0.05311
0.4788,0.0227,0.0076,0.0065,0.4791,0.0053,0.5763
0.489,0.0213,0.0101,0.0061,0.4694,0.0042,-0.52881
0.4749,0.0222,0.0072,0.0049,0.4865,0.0042,0.8896
0.4835,0.0209,0.0066,0.0065,0.4772,0.0053,0.6775
0.4646,0.0232,0.0079,0.0067,0.4926,0.0049,0.69371
0.4912,0.0224,0.0065,0.0061,0.4691,0.0046,0.8924
0.4759,0.023,0.0075,0.0063,0.4828,0.0046,1.34599
0.4828,0.0245,0.0088,0.0071,0.4716,0.0053,1.02949
0.4773,0.0249,0.0099,0.0061,0.4778,0.004,1.6939
0.4699,0.0278,0.0107,0.0075,0.4794,0.0048,1.04739
0.474,0.0293,0.012,0.0067,0.4721,0.0059,1.81461
0.4871,0.034,0.0137,0.0082,0.4524,0.0046,1.25509
0.4965,0.0358,0.0139,0.0097,0.4392,0.0049,1.12529
0.4764,0.0375,0.015,0.0082,0.457,0.0059,2.03711
0.4859,0.0464,0.0213,0.0103,0.4297,0.0064,1.13281
0.4941,0.0457,0.0186,0.011,0.4258,0.0048,1.1569101
0.4968,0.0465,0.015,0.0106,0.4235,0.0075,1.96199
0.5341,0.0683,0.0264,0.015,0.346,0.0102,2.2911
0.4824,0.073,0.0388,0.004,0.3894,0.0124,6.7149
0.4922,0.0798,0.0409,0.0035,0.3726,0.0109,5.65731
0.4564,0.0873,0.0533,0.0037,0.3981,0.0013,5.5133
0.4448,0.0736,0.0462,0.0038,0.4182,0.0134,5.77829
0.4852,0.0735,0.0378,0.004,0.3981,0.0013,6.06019
0.463,0.0649,0.0407,0.0067,0.4089,0.0158,6.30999
0.4857,0.0611,0.0373,0.0035,0.4023,0.01,9.767191
0.4465,0.0595,0.0288,0.003,0.4483,0.0139,8.94191
0.444,0.0657,0.0392,0.0045,0.4295,0.0171,13.5574
0.4192,0.0646,0.0429,0.0064,0.4454,0.0214,16.9157
0.4877,0.0559,0.0327,0.0037,0.4088,0.0112,5.35039
0.4475,0.07,0.043,0.0033,0.4241,0.0121,5.52059
0.4682,0.0602,0.0337,0.0036,0.4242,0.0102,4.90819
0.447,0.0356,0.0165,0.003,0.4891,0.0088,4.47171
0.4577,0.0751,0.0421,0.0032,0.4101,0.0118,4.67509
0.4388,0.0687,0.028,0.0074,0.4461,0.0111,6.00069
0.4963,0.0556,0.0275,0.0036,0.4093,0.0078,5.85051
0.4279,0.0794,0.0516,0.004,0.4229,0.0142,7.5156
0.4391,0.0803,0.0512,0.0038,0.4121,0.0136,7.56769
0.4931,0.0159,0.0041,0.0024,0.4829,0.0016,-1.1061
0.5226,0.0407,0.0128,0.0027,0.4175,0.0037,-0.87641
0.5127,0.0618,0.0215,0.0033,0.3955,0.0053,-0.71931
0.5191,0.0537,0.0177,0.003,0.4002,0.0064,0.026789999
0.6066,0.0459,0.0149,0.0025,0.3221,0.0079,-0.85891
0.5795,0.0552,0.0178,0.0029,0.3372,0.0075,-1.1562101
0.5794,0.0538,0.0193,0.0023,0.3387,0.0064,-0.67091
0.577,0.057,0.0188,0.0036,0.3356,0.008,-0.11271
0.5816,0.0496,0.0156,0.0029,0.3428,0.0074,-0.084809996
0.5462,0.0565,0.0321,0.0024,0.3518,0.0109,-0.94261
0.5339,0.0659,0.0216,0.0011,0.3713,0.0061,0.15381
0.5464,0.0592,0.0268,0.0034,0.357,0.0072,0.53301
0.5497,0.0502,0.019,0.0028,0.3677,0.0106,-1.33411
0.5682,0.0462,0.0178,0.0019,0.3573,0.0086,-1.08261
0.5371,0.0638,0.0264,0.0029,0.3599,0.0099,0.13669
0.5809,0.0484,0.0175,0.0026,0.3421,0.0085,-1.36191
0.5626,0.0578,0.0204,0.0025,0.3483,0.0085,-1.04791
0.5707,0.0684,0.0246,0.003,0.323,0.0103,-0.5339
0.5807,0.0632,0.0193,0.0023,0.3232,0.0114,-0.44121
0.5915,0.0545,0.0194,0.0023,0.3258,0.0064,-1.11371
0.5576,0.0562,0.018,0.0027,0.3541,0.0114,-1.2798101
0.5851,0.0656,0.0175,0.0023,0.322,0.0075,-0.39011002
0.4523,0.0672,0.0281,0.0026,0.4421,0.0078,1.6232101
0.5263,0.0342,0.0109,0.0037,0.4215,0.0034,2.88999
0.541,0.0527,0.0221,0.0033,0.371,0.0099,1.2754
0.5265,0.0611,0.0232,0.0046,0.372,0.0126,4.58701
0.4988,0.0659,0.0259,0.0047,0.3917,0.0131,5.73121
0.5006,0.0674,0.0389,0.0016,0.3815,0.0101,7.5852
0.5546,0.0547,0.0277,0.0022,0.3541,0.0067,6.87389
0.5447,0.0662,0.0277,0.0017,0.3526,0.007,5.96761
0.4546,0.0795,0.0335,0.0038,0.418,0.0106,2.03429
0.516,0.0699,0.0316,0.0039,0.3681,0.0105,5.45421
0.5052,0.0582,0.029,0.0071,0.3917,0.0088,11.08571
0.5105,0.0639,0.0346,0.0045,0.3719,0.0147,9.15591
0.5046,0.0692,0.0316,0.0044,0.3769,0.0133,10.9781
0.563,0.0672,0.026,0.0035,0.3307,0.0097,0.87521
0.5065,0.0798,0.0342,0.0028,0.3633,0.0133,2.011
0.4954,0.0719,0.0347,0.0029,0.3845,0.0105,4.56831
0.5482,0.0736,0.0295,0.0028,0.3362,0.0096,1.53531
0.548,0.0604,0.0248,0.0028,0.3503,0.0137,1.22459
0.5296,0.0703,0.0301,0.0027,0.3522,0.0152,2.95071
0.5516,0.0614,0.0226,0.0028,0.3524,0.0092,0.13669
0.5449,0.0641,0.0272,0.0027,0.3531,0.008,2.0186
0.5133,0.0502,0.0231,0.0066,0.3953,0.0115,11.50909
0.5074,0.0677,0.0349,0.0037,0.3712,0.0153,8.33221
0.5165,0.0692,0.0309,0.0038,0.3682,0.0115,2.48769
0.5387,0.0712,0.03,0.0033,0.3479,0.0088,1.75181
0.486,0.0703,0.0353,0.0032,0.3995,0.0056,6.62989
0.4717,0.0627,0.0338,0.0033,0.4134,0.0151,7.1199
0.5406,0.0653,0.0271,0.0026,0.3547,0.0096,0.56229
0.4991,0.0653,0.0364,0.0035,0.383,0.0127,10.92549
0.5314,0.0673,0.0341,0.0027,0.3528,0.0116,3.1257899
0.4497,0.068,0.044,0.0037,0.4187,0.0159,9.880891
0.184665569,0.064363402,0.092367705,0.019260292,0.594899004,0.044319062,29.669691
0.213055849,0.065630404,0.098837479,0.017179833,0.560009025,0.044716653,29.54741
0.162627316,0.062848019,0.093043594,0.020069991,0.614801428,0.046487886,29.450409
0.1649053,0.066577803,0.094368211,0.023427832,0.602347033,0.048227426,29.450409
0.193732821,0.063561818,0.098350162,0.018160414,0.57858073,0.047333055,29.437
0.174566855,0.068172122,0.092166967,0.020496413,0.597950513,0.046574514,29.58319
0.176427436,0.067040772,0.097085508,0.017910419,0.584089246,0.057278193,29.60269
0.179800374,0.067959485,0.100681115,0.01987923,0.581579656,0.050006358,29.6279
0.184755873,0.071314011,0.10097585,0.018112122,0.573635522,0.051094032,29.6467
0.169300067,0.067305579,0.092904404,0.020354192,0.600975069,0.049074222,29.6467
0.144004469,0.063220547,0.087833383,0.024466844,0.630401641,0.050023012,29.78861
0.17847759,0.067309982,0.096719089,0.018664722,0.586592486,0.052122983,29.800209
0.181834739,0.067114138,0.097753556,0.018740796,0.586028669,0.04839815,29.5564
0.186226345,0.068074821,0.097061733,0.018170382,0.581658002,0.048618728,29.5564
0.185696109,0.069992288,0.097813168,0.016785551,0.578296622,0.051230151,29.65291
0.20485868,0.069417047,0.095214707,0.016935855,0.568499611,0.044934829,29.48879
0.205143498,0.065494517,0.089090104,0.018225842,0.577670431,0.043652582,28.853891
0.184965002,0.063135159,0.081910091,0.020539026,0.611346017,0.03771264,28.853891
0.23684472,0.067425391,0.081550882,0.016700917,0.552264515,0.043353326,28.83701
0.252235413,0.069126799,0.087598268,0.015299983,0.536284381,0.038943498,28.79169
0.265989977,0.067817251,0.083797741,0.014733097,0.525212172,0.041300325,28.7872
0.259200448,0.069878627,0.083351527,0.014333685,0.532594227,0.040212626,28.741991
0.225301749,0.057455106,0.082881051,0.019112206,0.57315269,0.041753,28.589
0.2323444,0.067105295,0.079398,0.017124734,0.559267348,0.043957204,28.15931
0.254740282,0.070641624,0.082556673,0.014778984,0.535889413,0.04106189,28.22581
0.237833488,0.072684722,0.083457837,0.017196139,0.547040957,0.041629132,27.76479
0.242661776,0.070699231,0.082226197,0.01680329,0.547235121,0.040181574,27.95051
0.213279359,0.074613433,0.081949001,0.021156547,0.567333089,0.041583203,27.94939
0.223512438,0.075237408,0.081309626,0.020019506,0.56056262,0.039224987,28.04009
0.248716376,0.076239678,0.082193064,0.017282171,0.53325994,0.042035935,28.268309
0.253351465,0.083034477,0.085590789,0.018354123,0.518195621,0.041293703,28.447609
0.260439563,0.082082684,0.083244974,0.018307498,0.515444115,0.04035467,28.41739
0.244680194,0.077505512,0.079696601,0.018049688,0.539658723,0.040231114,28.51491
0.230840141,0.076416931,0.078540408,0.020939179,0.552719831,0.040446067,28.98039
0.232321909,0.076947915,0.083696498,0.017799706,0.546757231,0.042246397,28.47681
0.240798635,0.084971192,0.085494227,0.019378144,0.526944707,0.04232917,28.468191
0.651277531,0.065892014,0.025378637,0.004052413,0.246337242,0.007062162,4.48871
0.654777047,0.057847686,0.021928017,0.002991813,0.255432738,0.007022698,3.905
0.589412472,0.073591337,0.035933427,0.00328855,0.290074193,0.00770002,3.73529
0.589884448,0.086438282,0.040523409,0.005172891,0.269456628,0.008524342,4.51429
0.667650234,0.066846838,0.025121214,0.003560962,0.230570626,0.006250126,3.99489
0.167088954,0.045607067,0.013558858,0.011504485,0.753201397,0.009039239,2.83599
0.662439189,0.018835037,0.006464788,0.004422592,0.303832046,0.004006348,2.36559
0.651503424,0.021137243,0.006877047,0.004882405,0.312354868,0.003245013,3.4401
0.660716324,0.058476027,0.027425799,0.003538813,0.243107877,0.00673516,4.30339
0.664790635,0.021724448,0.006753715,0.003977187,0.298401621,0.004352394,2.96631
0.635181452,0.019254032,0.006350806,0.004939516,0.330040323,0.004233871,3.1443899
0.660227886,0.015844121,0.004247573,0.002966559,0.3125,0.004213862,3.2363899
0.644227485,0.020932522,0.006448502,0.003857048,0.320215352,0.00431909,3.45921
0.646586693,0.074163879,0.028677429,0.003140297,0.240321596,0.007110106,3.4078
0.604625367,0.083145112,0.043995011,0.00350006,0.255291758,0.009442692,3.631
0.658345439,0.020337946,0.007263552,0.00493157,0.304725132,0.004396361,4.35459
0.655080699,0.070147881,0.028437146,0.004343173,0.233473725,0.008517376,4.0976
0.644613263,0.069815542,0.029893072,0.003629316,0.243424305,0.008624502,3.72569
0.647605676,0.090954186,0.037717464,0.003428055,0.210896255,0.009398363,3.61801
0.64040929,0.081763305,0.040448541,0.003079151,0.226605219,0.007694494,3.55501
0.626465842,0.058956428,0.030150619,0.003792361,0.271005917,0.009628833,3.85031
0.237787758,0.062471599,0.082380958,0.014825855,0.553268668,0.049265163,29.08739
0.151475239,0.04912603,0.089051617,0.015484686,0.643897451,0.050964977,28.64671
0.301140363,0.066653385,0.065984914,0.009597696,0.523010175,0.033613467,23.12199
0.263334478,0.055257196,0.055685291,0.01058533,0.578768776,0.036368929,23.161709
0.480915335,0.050690566,0.023255336,0.003698505,0.432251177,0.009189081,12.89379
0.483045403,0.033059008,0.017175186,0.00626584,0.451500574,0.008953988,17.537191
0.290836391,0.06075965,0.065519891,0.012905907,0.533114104,0.036864058,23.742191
0.273406549,0.066217067,0.076265586,0.012802758,0.538284087,0.033023953,28.99991
0.468887198,0.068033305,0.030179658,0.003102349,0.41918974,0.010607751,5.8198
0.430526305,0.072355557,0.034257482,0.003855244,0.446036745,0.012968666,5.8448
0.450959824,0.056658514,0.04382199,0.003119905,0.432665863,0.012773905,7.61869
0.24800107,0.070958684,0.090552473,0.014235554,0.520635093,0.055617126,26.8848
0.234625261,0.063365797,0.081565999,0.012038986,0.55325722,0.055146736,27.06361
0.351376067,0.05015718,0.052973323,0.010220272,0.499581337,0.035691821,22.71559
0.244803525,0.055554764,0.058097069,0.012182759,0.593975789,0.035386094,23.744991
0.377937324,0.081132675,0.060301947,0.008653763,0.450717423,0.021256869,23.5974
0.287830901,0.070258616,0.073828048,0.013050109,0.513395769,0.041636557,23.5794
0.464734701,0.062836674,0.027339599,0.004035828,0.428375236,0.012677961,12.2263
0.294890331,0.055703131,0.067566934,0.014100008,0.528848946,0.03889065,26.245209
0.356356193,0.048730552,0.036368606,0.004177613,0.517435447,0.036931589,17.53191
0.333858801,0.056658962,0.051069257,0.007976282,0.5180083,0.032428399,19.2392
0.299008811,0.057521564,0.054048381,0.009664143,0.538097826,0.041659275,21.86331
0.302045646,0.058368553,0.052341956,0.00871145,0.540771998,0.037760396,21.7575
0.290955727,0.081004723,0.101801651,0.011528692,0.464024548,0.050684659,18.37599
0.275731205,0.070774021,0.087424858,0.010793407,0.512068896,0.043207614,18.37599
0.299371293,0.082142676,0.095930663,0.012492905,0.461772204,0.048290259,18.347591
0.338238516,0.082966309,0.096203426,0.012212013,0.429811249,0.040568487,18.42959
0.425346073,0.050801831,0.02729639,0.013025204,0.47364534,0.009885162,18.94899
0.380336203,0.074966615,0.03534026,0.012597063,0.48622202,0.010537839,18.94899
0.373729472,0.085526477,0.047399011,0.015116503,0.468332138,0.009896398,18.7733
0.358622891,0.07646618,0.052249011,0.015815594,0.477829125,0.019017199,18.718191
0.336123683,0.088571503,0.079133242,0.014642069,0.445366307,0.036163195,18.569391
0.335173411,0.089187216,0.089732505,0.013486176,0.433857454,0.038563237,18.318909
0.328761076,0.079915439,0.078273981,0.012385679,0.462468253,0.038195573,18.29649
0.381478676,0.065895232,0.034467166,0.013106759,0.49647562,0.008576546,18.718191
0.382608854,0.059144517,0.028732389,0.011346136,0.50912056,0.009047545,18.28129
0.304395099,0.071750982,0.080251047,0.010111566,0.496800735,0.03669057,18.255291
0.39766371,0.090469679,0.060513447,0.015743155,0.418302767,0.017307242,17.91091
0.272547229,0.078831523,0.106640689,0.012188479,0.477251222,0.052540858,18.29291
0.285,0.059,0.039,0.015,0.596,0.006,17.24519
0.257,0.053,0.037,0.013,0.635,0.005,17.6958
0.3073,0.0561,0.041,0.014,0.5756,0.006,17.74861
0.3046,0.0581,0.0431,0.014,0.5731,0.007,17.805809
0.449,0.029,0.015,0.005,0.5,0.002,18.0492
0.2667,0.0599,0.041,0.015,0.6094,0.008,18.08709
0.273,0.064,0.045,0.018,0.591,0.009,18.08709
0.2767,0.0629,0.043,0.016,0.5944,0.007,18.1194
0.283,0.05,0.034,0.012,0.613,0.008,18.08709
0.263,0.057,0.04,0.014,0.619,0.007,18.53249
0.2807,0.0599,0.049,0.017,0.5854,0.008,18.205809
0.273,0.059,0.044,0.015,0.602,0.007,18.309591
0.2687,0.0519,0.038,0.013,0.6214,0.007,18.92539
0.2677,0.0539,0.036,0.013,0.6224,0.007,19.02911
0.264,0.038,0.046,0.015,0.63,0.007,19.994991
0.2557,0.0529,0.037,0.014,0.6314,0.009,19.619509
0.27,0.06,0.041,0.015,0.606,0.008,19.619509
0.4456,0.0639,0.0639,0.022,0.3896,0.015,19.44359
0.278,0.056,0.043,0.015,0.601,0.007,18.309591
0.2322,0.0521,0.042,0.015,0.6517,0.007,20.39569
0.243,0.055,0.04,0.014,0.64,0.008,20.2197
0.3606,0.0599,0.038,0.014,0.5175,0.01,18.18421
0.3263,0.0581,0.039,0.013,0.5546,0.009,18.64741
0.295,0.052,0.035,0.011,0.6,0.007,18.44751
